,url,chapter,domain,sub-code,definition
3119,https://icd.who.int/browse10/2019/en#/H00-H06,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of eyelid, lacrimal system and orbit
(H00-H06)",H05,Disorders of orbit
3120,https://icd.who.int/browse10/2019/en#/H00-H06,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of eyelid, lacrimal system and orbit
(H00-H06)",H05.0,Acute inflammation of orbit
3121,https://icd.who.int/browse10/2019/en#/H00-H06,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of eyelid, lacrimal system and orbit
(H00-H06)",H05.1,Chronic inflammatory disorders of orbit
3122,https://icd.who.int/browse10/2019/en#/H00-H06,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of eyelid, lacrimal system and orbit
(H00-H06)",H05.2,Exophthalmic conditions
3123,https://icd.who.int/browse10/2019/en#/H00-H06,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of eyelid, lacrimal system and orbit
(H00-H06)",H05.3,Deformity of orbit
3124,https://icd.who.int/browse10/2019/en#/H00-H06,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of eyelid, lacrimal system and orbit
(H00-H06)",H05.4,Enophthalmos
3125,https://icd.who.int/browse10/2019/en#/H00-H06,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of eyelid, lacrimal system and orbit
(H00-H06)",H05.5,Retained (old) foreign body following penetrating wound of orbit
3126,https://icd.who.int/browse10/2019/en#/H00-H06,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of eyelid, lacrimal system and orbit
(H00-H06)",H05.8,Other disorders of orbit
3127,https://icd.who.int/browse10/2019/en#/H00-H06,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of eyelid, lacrimal system and orbit
(H00-H06)",H05.9,"Disorder of orbit, unspecified"
3128,https://icd.who.int/browse10/2019/en#/H00-H06,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of eyelid, lacrimal system and orbit
(H00-H06)",H06*,Disorders of lacrimal system and orbit in diseases classified elsewhere
3129,https://icd.who.int/browse10/2019/en#/H00-H06,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of eyelid, lacrimal system and orbit
(H00-H06)",H06.0*,Disorders of lacrimal system in diseases classified elsewhere
3130,https://icd.who.int/browse10/2019/en#/H00-H06,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of eyelid, lacrimal system and orbit
(H00-H06)",H06.1*,Parasitic infestation of orbit in diseases classified elsewhere
3131,https://icd.who.int/browse10/2019/en#/H00-H06,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of eyelid, lacrimal system and orbit
(H00-H06)",H06.2*,Dysthyroid exophthalmos (E05.-†)
3132,https://icd.who.int/browse10/2019/en#/H00-H06,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of eyelid, lacrimal system and orbit
(H00-H06)",H06.3*,Other disorders of orbit in diseases classified elsewhere
3133,https://icd.who.int/browse10/2019/en#/H10-H13,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of conjunctiva
(H10-H13)",H10,Conjunctivitis
3134,https://icd.who.int/browse10/2019/en#/H10-H13,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of conjunctiva
(H10-H13)",H10.0,Mucopurulent conjunctivitis
3135,https://icd.who.int/browse10/2019/en#/H10-H13,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of conjunctiva
(H10-H13)",H10.1,Acute atopic conjunctivitis
3136,https://icd.who.int/browse10/2019/en#/H10-H13,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of conjunctiva
(H10-H13)",H10.2,Other acute conjunctivitis
3137,https://icd.who.int/browse10/2019/en#/H10-H13,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of conjunctiva
(H10-H13)",H10.3,"Acute conjunctivitis, unspecified"
3138,https://icd.who.int/browse10/2019/en#/H10-H13,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of conjunctiva
(H10-H13)",H10.4,Chronic conjunctivitis
3139,https://icd.who.int/browse10/2019/en#/H10-H13,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of conjunctiva
(H10-H13)",H10.5,Blepharoconjunctivitis
3140,https://icd.who.int/browse10/2019/en#/H10-H13,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of conjunctiva
(H10-H13)",H10.8,Other conjunctivitis
3141,https://icd.who.int/browse10/2019/en#/H10-H13,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of conjunctiva
(H10-H13)",H10.9,"Conjunctivitis, unspecified"
3142,https://icd.who.int/browse10/2019/en#/H10-H13,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of conjunctiva
(H10-H13)",H11,Other disorders of conjunctiva
3143,https://icd.who.int/browse10/2019/en#/H10-H13,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of conjunctiva
(H10-H13)",H11.0,Pterygium
3144,https://icd.who.int/browse10/2019/en#/H10-H13,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of conjunctiva
(H10-H13)",H11.1,Conjunctival degenerations and deposits
3145,https://icd.who.int/browse10/2019/en#/H10-H13,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of conjunctiva
(H10-H13)",H11.2,Conjunctival scars
3146,https://icd.who.int/browse10/2019/en#/H10-H13,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of conjunctiva
(H10-H13)",H11.3,Conjunctival haemorrhage
3147,https://icd.who.int/browse10/2019/en#/H10-H13,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of conjunctiva
(H10-H13)",H11.4,Other conjunctival vascular disorders and cysts
3148,https://icd.who.int/browse10/2019/en#/H10-H13,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of conjunctiva
(H10-H13)",H11.8,Other specified disorders of conjunctiva
3149,https://icd.who.int/browse10/2019/en#/H10-H13,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of conjunctiva
(H10-H13)",H11.9,"Disorder of conjunctiva, unspecified"
3150,https://icd.who.int/browse10/2019/en#/H10-H13,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of conjunctiva
(H10-H13)",H13*,Disorders of conjunctiva in diseases classified elsewhere
3151,https://icd.who.int/browse10/2019/en#/H10-H13,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of conjunctiva
(H10-H13)",H13.0*,Filarial infection of conjunctiva (B74.-†)
3152,https://icd.who.int/browse10/2019/en#/H10-H13,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of conjunctiva
(H10-H13)",H13.1*,Conjunctivitis in infectious and parasitic diseases classified elsewhere
3153,https://icd.who.int/browse10/2019/en#/H10-H13,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of conjunctiva
(H10-H13)",H13.2*,Conjunctivitis in other diseases classified elsewhere
3154,https://icd.who.int/browse10/2019/en#/H10-H13,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of conjunctiva
(H10-H13)",H13.3*,Ocular pemphigoid (L12.-†)
3155,https://icd.who.int/browse10/2019/en#/H10-H13,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of conjunctiva
(H10-H13)",H13.8*,Other disorders of conjunctiva in diseases classified elsewhere
3156,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H15,Disorders of sclera
3157,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H15.0,Scleritis
3158,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H15.1,Episcleritis
3159,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H15.8,Other disorders of sclera
3160,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H15.9,"Disorder of sclera, unspecified"
3161,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H16,Keratitis
3162,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H16.0,Corneal ulcer
3163,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H16.1,Other superficial keratitis without conjunctivitis
3164,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H16.2,Keratoconjunctivitis
3165,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H16.3,Interstitial and deep keratitis
3166,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H16.4,Corneal neovascularization
3167,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H16.8,Other keratitis
3168,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H16.9,"Keratitis, unspecified"
3169,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H17,Corneal scars and opacities
3170,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H17.0,Adherent leukoma
3171,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H17.1,Other central corneal opacity
3172,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H17.8,Other corneal scars and opacities
3173,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H17.9,"Corneal scar and opacity, unspecified"
3174,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H18,Other disorders of cornea
3175,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H18.0,Corneal pigmentations and deposits
3176,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H18.1,Bullous keratopathy
3177,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H18.2,Other corneal oedema
3178,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H18.3,Changes in corneal membranes
3179,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H18.4,Corneal degeneration
3180,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H18.5,Hereditary corneal dystrophies
3181,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H18.6,Keratoconus
3182,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H18.7,Other corneal deformities
3183,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H18.8,Other specified disorders of cornea
3184,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H18.9,"Disorder of cornea, unspecified"
3185,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H19*,Disorders of sclera and cornea in diseases classified elsewhere
3186,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H19.0*,Scleritis and episcleritis in diseases classified elsewhere
3187,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H19.1*,Herpesviral keratitis and keratoconjunctivitis (B00.5†)
3188,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H19.2*,Keratitis and keratoconjunctivitis in other infectious and parasitic diseases classified elsewhere
3189,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H19.3*,Keratitis and keratoconjunctivitis in other diseases classified elsewhere
3190,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H19.8*,Other disorders of sclera and cornea in diseases classified elsewhere
3191,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H20,Iridocyclitis
3192,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H20.0,Acute and subacute iridocyclitis
3193,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H20.1,Chronic iridocyclitis
3194,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H20.2,Lens-induced iridocyclitis
3195,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H20.8,Other iridocyclitis
3196,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H20.9,"Iridocyclitis, unspecified"
3197,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H21,Other disorders of iris and ciliary body
3198,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H21.0,Hyphaema
3199,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H21.1,Other vascular disorders of iris and ciliary body
3200,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H21.2,Degeneration of iris and ciliary body
3201,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H21.3,"Cyst of iris, ciliary body and anterior chamber"
3202,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H21.4,Pupillary membranes
3203,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H21.5,Other adhesions and disruptions of iris and ciliary body
3204,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H21.8,Other specified disorders of iris and ciliary body
3205,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H21.9,"Disorder of iris and ciliary body, unspecified"
3206,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H22*,Disorders of iris and ciliary body in diseases classified elsewhere
3207,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H22.0*,Iridocyclitis in infectious and parasitic diseases classified elsewhere
3208,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H22.1*,Iridocyclitis in other diseases classified elsewhere
3209,https://icd.who.int/browse10/2019/en#/H15-H22,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of sclera, cornea, iris and ciliary body
(H15-H22)",H22.8*,Other disorders of iris and ciliary body in diseases classified elsewhere
3210,https://icd.who.int/browse10/2019/en#/H25-H28,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of lens
(H25-H28)",H25,Senile cataract
3211,https://icd.who.int/browse10/2019/en#/H25-H28,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of lens
(H25-H28)",H25.0,Senile incipient cataract
3212,https://icd.who.int/browse10/2019/en#/H25-H28,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of lens
(H25-H28)",H25.1,Senile nuclear cataract
3213,https://icd.who.int/browse10/2019/en#/H25-H28,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of lens
(H25-H28)",H25.2,"Senile cataract, morgagnian type"
3214,https://icd.who.int/browse10/2019/en#/H25-H28,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of lens
(H25-H28)",H25.8,Other senile cataract
3215,https://icd.who.int/browse10/2019/en#/H25-H28,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of lens
(H25-H28)",H25.9,"Senile cataract, unspecified"
3216,https://icd.who.int/browse10/2019/en#/H25-H28,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of lens
(H25-H28)",H26,Other cataract
3217,https://icd.who.int/browse10/2019/en#/H25-H28,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of lens
(H25-H28)",H26.0,"Infantile, juvenile and presenile cataract"
3218,https://icd.who.int/browse10/2019/en#/H25-H28,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of lens
(H25-H28)",H26.1,Traumatic cataract
3219,https://icd.who.int/browse10/2019/en#/H25-H28,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of lens
(H25-H28)",H26.2,Complicated cataract
3220,https://icd.who.int/browse10/2019/en#/H25-H28,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of lens
(H25-H28)",H26.3,Drug-induced cataract
3221,https://icd.who.int/browse10/2019/en#/H25-H28,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of lens
(H25-H28)",H26.4,After-cataract
3222,https://icd.who.int/browse10/2019/en#/H25-H28,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of lens
(H25-H28)",H26.8,Other specified cataract
3223,https://icd.who.int/browse10/2019/en#/H25-H28,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of lens
(H25-H28)",H26.9,"Cataract, unspecified"
3224,https://icd.who.int/browse10/2019/en#/H25-H28,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of lens
(H25-H28)",H27,Other disorders of lens
3225,https://icd.who.int/browse10/2019/en#/H25-H28,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of lens
(H25-H28)",H27.0,Aphakia
3226,https://icd.who.int/browse10/2019/en#/H25-H28,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of lens
(H25-H28)",H27.1,Dislocation of lens
3227,https://icd.who.int/browse10/2019/en#/H25-H28,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of lens
(H25-H28)",H27.8,Other specified disorders of lens
3228,https://icd.who.int/browse10/2019/en#/H25-H28,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of lens
(H25-H28)",H27.9,"Disorder of lens, unspecified"
3229,https://icd.who.int/browse10/2019/en#/H25-H28,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of lens
(H25-H28)",H28*,Cataract and other disorders of lens in diseases classified elsewhere
3230,https://icd.who.int/browse10/2019/en#/H25-H28,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of lens
(H25-H28)",H28.0*,Diabetic cataract (E10-E14 with common fourth character .3†)
3231,https://icd.who.int/browse10/2019/en#/H25-H28,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of lens
(H25-H28)",H28.1*,"Cataract in other endocrine, nutritional and metabolic diseases"
3232,https://icd.who.int/browse10/2019/en#/H25-H28,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of lens
(H25-H28)",H28.2*,Cataract in other diseases classified elsewhere
3233,https://icd.who.int/browse10/2019/en#/H25-H28,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of lens
(H25-H28)",H28.8*,Other disorders of lens in diseases classified elsewhere
3234,https://icd.who.int/browse10/2019/en#/H30-H36,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of choroid and retina
(H30-H36)",H30,Chorioretinal inflammation
3235,https://icd.who.int/browse10/2019/en#/H30-H36,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of choroid and retina
(H30-H36)",H30.0,Focal chorioretinal inflammation
3236,https://icd.who.int/browse10/2019/en#/H30-H36,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of choroid and retina
(H30-H36)",H30.1,Disseminated chorioretinal inflammation
3237,https://icd.who.int/browse10/2019/en#/H30-H36,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of choroid and retina
(H30-H36)",H30.2,Posterior cyclitis
3238,https://icd.who.int/browse10/2019/en#/H30-H36,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of choroid and retina
(H30-H36)",H30.8,Other chorioretinal inflammations
3239,https://icd.who.int/browse10/2019/en#/H30-H36,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of choroid and retina
(H30-H36)",H30.9,"Chorioretinal inflammation, unspecified"
3240,https://icd.who.int/browse10/2019/en#/H30-H36,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of choroid and retina
(H30-H36)",H31,Other disorders of choroid
3241,https://icd.who.int/browse10/2019/en#/H30-H36,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of choroid and retina
(H30-H36)",H31.0,Chorioretinal scars
3242,https://icd.who.int/browse10/2019/en#/H30-H36,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of choroid and retina
(H30-H36)",H31.1,Choroidal degeneration
3243,https://icd.who.int/browse10/2019/en#/H30-H36,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of choroid and retina
(H30-H36)",H31.2,Hereditary choroidal dystrophy
3244,https://icd.who.int/browse10/2019/en#/H30-H36,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of choroid and retina
(H30-H36)",H31.3,Choroidal haemorrhage and rupture
3245,https://icd.who.int/browse10/2019/en#/H30-H36,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of choroid and retina
(H30-H36)",H31.4,Choroidal detachment
3246,https://icd.who.int/browse10/2019/en#/H30-H36,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of choroid and retina
(H30-H36)",H31.8,Other specified disorders of choroid
3247,https://icd.who.int/browse10/2019/en#/H30-H36,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of choroid and retina
(H30-H36)",H31.9,"Disorder of choroid, unspecified"
3248,https://icd.who.int/browse10/2019/en#/H30-H36,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of choroid and retina
(H30-H36)",H32*,Chorioretinal disorders in diseases classified elsewhere
3249,https://icd.who.int/browse10/2019/en#/H30-H36,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of choroid and retina
(H30-H36)",H32.0*,Chorioretinal inflammation in infectious and parasitic diseases classified elsewhere
3250,https://icd.who.int/browse10/2019/en#/H30-H36,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of choroid and retina
(H30-H36)",H32.8*,Other chorioretinal disorders in diseases classified elsewhere
3251,https://icd.who.int/browse10/2019/en#/H30-H36,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of choroid and retina
(H30-H36)",H33,Retinal detachments and breaks
3252,https://icd.who.int/browse10/2019/en#/H30-H36,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of choroid and retina
(H30-H36)",H33.0,Retinal detachment with retinal break
3253,https://icd.who.int/browse10/2019/en#/H30-H36,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of choroid and retina
(H30-H36)",H33.1,Retinoschisis and retinal cysts
3254,https://icd.who.int/browse10/2019/en#/H30-H36,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of choroid and retina
(H30-H36)",H33.2,Serous retinal detachment
3255,https://icd.who.int/browse10/2019/en#/H30-H36,"Chapter VII
Diseases of the eye and adnexa
(H00-H59)","Disorders of choroid and retina
(H30-H36)",H33.3,Retinal breaks without detachment
